"","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","scale_index"
"1014",2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M",6.26301922283341
"1015",2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M",7.3970657389591
"1016",2023,"SE","FT","Data Architect",168400,"USD",168400,"US",0,"US","M",6.76923250380169
"1017",2023,"SE","FT","Data Architect",105200,"USD",105200,"US",0,"US","M",6.92355969375254
"1018",2023,"SE","FT","Machine Learning Engineer",128280,"USD",128280,"US",0,"US","M",7.50462805198701
"1019",2023,"SE","FT","Machine Learning Engineer",106900,"USD",106900,"US",0,"US","M",7.22702217592186
"1020",2022,"SE","FT","Lead Data Scientist",192000,"USD",192000,"US",100,"US","L",6.49888498927831
"1023",2023,"SE","FT","Research Engineer",100000,"EUR",107309,"DE",100,"DE","S",7.1504171117054
"1024",2023,"SE","FT","Research Engineer",80000,"EUR",85847,"DE",100,"DE","S",9.17140441081131
"1025",2023,"SE","FT","Machine Learning Engineer",275000,"USD",275000,"DE",0,"DE","M",5.98851644042488
"1026",2023,"SE","FT","Machine Learning Engineer",174000,"USD",174000,"DE",0,"DE","M",5.77752026797464
"1027",2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M",6.99956548384287
"1028",2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"US","M",5.97875033229194
"1029",2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M",5.48267921404253
"1030",2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M",7.07934796478372
"1031",2023,"SE","FT","Data Analyst",170500,"USD",170500,"US",100,"US","M",5.51542940975216
"1032",2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M",7.14851533900251
"1033",2023,"SE","FT","Data Manager",60027,"GBP",72946,"GB",0,"GB","M",6.28063689038465
"1034",2023,"SE","FT","Data Manager",44737,"GBP",54365,"GB",0,"GB","M",6.78700939451792
"1037",2023,"SE","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M",7.43510279710869
"1038",2023,"SE","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M",7.36369586647266
"1039",2023,"SE","FT","Data Engineer",124740,"USD",124740,"US",0,"US","M",6.33701491894201
"1040",2023,"SE","FT","Data Engineer",65488,"USD",65488,"US",0,"US","M",5.66089096858803
"1041",2023,"SE","FT","Data Quality Analyst",72200,"USD",72200,"US",0,"US","M",5.37191469118214
"1042",2023,"SE","FT","Data Quality Analyst",64980,"USD",64980,"US",0,"US","M",4.87562940349461
"1043",2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M",5.93464479532005
"1044",2023,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M",6.37538431489347
"1045",2023,"SE","FT","Data Analyst",179975,"USD",179975,"US",100,"US","M",8.29473927050438
"1046",2023,"SE","FT","Data Analyst",86466,"USD",86466,"US",100,"US","M",7.08190939598489
"1047",2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M",7.48041554862286
"1048",2023,"SE","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M",7.07426640771695
"1051",2023,"SE","FT","Data Scientist",149076,"USD",149076,"US",0,"US","M",8.58418534326419
"1052",2023,"SE","FT","Data Scientist",82365,"USD",82365,"US",0,"US","M",7.35924693619649
"1053",2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",7.0613304198291
"1054",2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",7.35205931174427
"1055",2023,"SE","FT","Data Science Manager",175000,"USD",175000,"US",0,"US","M",7.08806560216867
"1056",2023,"SE","FT","Data Science Manager",120000,"USD",120000,"US",0,"US","M",7.62957242237816
"1057",2023,"SE","FT","Data Analyst",230000,"USD",230000,"US",0,"US","M",8.38633209204489
"1058",2023,"SE","FT","Data Analyst",180000,"USD",180000,"US",0,"US","M",5.70087826312946
"1059",2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",0,"US","M",7.68035445648743
"1060",2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M",5.92500561492571
"1061",2023,"SE","FT","Data Manager",140000,"USD",140000,"US",0,"US","M",7.9113254369867
"1062",2023,"SE","FT","Data Manager",120000,"USD",120000,"US",0,"US","M",7.55853793363178
"1063",2023,"SE","FT","Machine Learning Infrastructure Engineer",205920,"USD",205920,"US",0,"US","M",7.54429758077997
"1064",2023,"SE","FT","Machine Learning Infrastructure Engineer",171600,"USD",171600,"US",0,"US","M",4.32244409452354
"1065",2023,"SE","FT","Data Analyst",165000,"USD",165000,"US",100,"US","M",5.80776103759686
"1066",2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",100,"US","M",6.27454051766261
"1067",2023,"SE","FT","Data Engineer",265000,"USD",265000,"US",0,"US","M",7.11672213729046
"1068",2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M",5.35175647033106
"1072",2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",7.98582424614529
"1073",2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M",7.683937931885
"1074",2023,"SE","FT","Data Scientist",147100,"USD",147100,"US",0,"US","M",8.13827979922939
"1075",2023,"SE","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M",9.99028975834109
"1076",2023,"SE","FT","Data Engineer",167580,"USD",167580,"US",0,"US","M",8.08178271137073
"1077",2023,"SE","FT","Data Engineer",87980,"USD",87980,"US",0,"US","M",7.54171429167161
"1078",2023,"SE","FT","Data Engineer",202000,"USD",202000,"US",100,"US","M",6.14259710163576
"1079",2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M",5.52032350292067
"1080",2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M",4.18211067843794
"1081",2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M",7.41814251423387
"1082",2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M",9.25103314247647
"1083",2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"US","M",6.1087514432304
"1084",2023,"SE","FT","Data Engineer",104000,"USD",104000,"US",100,"US","M",7.70596541029672
"1085",2023,"SE","FT","Data Engineer",65000,"USD",65000,"US",100,"US","M",5.48194215781819
"1086",2023,"SE","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M",8.20075706071736
"1087",2023,"SE","FT","Research Engineer",148000,"USD",148000,"US",0,"US","M",8.28646242564216
"1088",2023,"SE","FT","Machine Learning Engineer",269000,"USD",269000,"CA",100,"CA","M",6.95628492621751
"1089",2023,"SE","FT","Machine Learning Engineer",158000,"USD",158000,"CA",100,"CA","M",6.6638623298089
"1090",2023,"SE","FT","Analytics Engineer",197000,"USD",197000,"US",0,"US","M",7.06482948468641
"1091",2023,"SE","FT","Analytics Engineer",106000,"USD",106000,"US",0,"US","M",6.53102180099728
"1094",2023,"SE","FT","Data Engineer",290000,"USD",290000,"US",100,"US","M",7.09055267334757
"1095",2023,"SE","FT","Data Engineer",210000,"USD",210000,"US",100,"US","M",7.1148683888467
"1096",2023,"SE","FT","Data Engineer",192000,"USD",192000,"US",0,"US","M",6.31206742672123
"1097",2023,"SE","FT","Data Engineer",172800,"USD",172800,"US",0,"US","M",7.8680820630949
"1098",2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M",5.64732617011629
"1099",2023,"SE","FT","Data Scientist",200160,"USD",200160,"US",0,"US","M",6.2695977219533
"1100",2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M",6.62351227792616
"1101",2023,"SE","FT","Data Scientist",200160,"USD",200160,"US",0,"US","M",7.09352742116182
"1102",2023,"SE","FT","Analytics Engineer",175000,"USD",175000,"US",0,"US","M",7.22010482546915
"1103",2023,"SE","FT","Analytics Engineer",140000,"USD",140000,"US",0,"US","M",7.78539148143465
"1104",2023,"SE","FT","Data Manager",169000,"USD",169000,"US",0,"US","M",7.6471502746413
"1105",2023,"SE","FT","Data Manager",100000,"USD",100000,"US",0,"US","M",7.28903329795776
"1106",2023,"SE","FT","Data Scientist",370000,"USD",370000,"US",0,"US","M",7.04009152308712
"1107",2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M",4.66529699250605
"1109",2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","S",5.99847757162799
"1110",2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"US","S",6.9894407890221
"1113",2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",7.61681367143325
"1114",2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M",5.32616461744206
"1115",2023,"SE","FT","Data Engineer",137500,"USD",137500,"US",100,"US","M",7.26793279814505
"1116",2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",100,"US","M",7.88220844518278
"1117",2023,"SE","FT","Machine Learning Engineer",323300,"USD",323300,"US",0,"US","M",6.25748410386471
"1118",2023,"SE","FT","Machine Learning Engineer",184700,"USD",184700,"US",0,"US","M",4.98722747785702
"1120",2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",100,"US","M",7.65344759202919
"1121",2023,"SE","FT","Machine Learning Engineer",153088,"USD",153088,"US",100,"US","M",7.1935099003296
"1124",2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M",7.4126027434282
"1125",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M",8.10414897770758
"1128",2023,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",100,"US","M",7.11294377016159
"1129",2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M",6.12553613477581
"1130",2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M",7.09899016610095
"1131",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M",6.83944830514505
"1132",2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"US","M",6.19634810565973
"1133",2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"US","M",6.17486793517579
"1134",2023,"SE","FT","Data Engineer",144000,"USD",144000,"US",100,"US","M",6.3243900676268
"1135",2023,"SE","FT","Data Engineer",66000,"USD",66000,"US",100,"US","M",7.47879620417617
"1138",2023,"SE","FT","Data Architect",228000,"USD",228000,"US",0,"US","M",6.16866066121
"1139",2023,"SE","FT","Data Architect",120000,"USD",120000,"US",0,"US","M",5.87520742760181
"1140",2023,"SE","FT","Machine Learning Software Engineer",180000,"USD",180000,"US",0,"US","M",6.24308790700136
"1141",2023,"SE","FT","Machine Learning Software Engineer",90000,"USD",90000,"US",0,"US","M",8.17818286842385
"1142",2023,"SE","FT","Data Scientist",126500,"USD",126500,"US",0,"US","M",7.28685859197975
"1143",2023,"SE","FT","Data Scientist",78000,"USD",78000,"US",0,"US","M",8.19177478132164
"1144",2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M",9.13185245619858
"1145",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",7.35960470998049
"1146",2023,"SE","FT","Machine Learning Software Engineer",272000,"USD",272000,"US",0,"US","M",4.83248627731826
"1147",2023,"SE","FT","Machine Learning Software Engineer",170000,"USD",170000,"US",0,"US","M",6.71882834447347
"1150",2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"US","M",7.79863156728844
"1151",2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M",7.43409136982796
"1152",2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M",5.41330784060918
"1153",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",7.73765945296903
"1156",2023,"SE","FT","Data Analyst",142000,"USD",142000,"US",100,"US","M",7.28212900088949
"1157",2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M",7.09261986849994
"1158",2023,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M",6.60565834938258
"1159",2023,"SE","FT","Data Scientist",139500,"USD",139500,"US",0,"US","M",6.49243049849184
"1162",2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"US","M",5.5641664089972
"1163",2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M",7.04476414521297
"1168",2023,"SE","FT","Data Science Lead",247500,"USD",247500,"US",0,"US","M",6.85760522536852
"1169",2023,"SE","FT","Data Science Lead",172200,"USD",172200,"US",0,"US","M",6.04075884443015
"1170",2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M",3.79907361930815
"1171",2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M",5.39319241304801
"1172",2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M",6.61962577773714
"1173",2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"US","M",7.30523678450055
"1176",2023,"SE","FT","Machine Learning Infrastructure Engineer",100000,"EUR",107309,"FR",100,"FR","M",6.6043181927045
"1177",2023,"SE","FT","Machine Learning Infrastructure Engineer",70000,"EUR",75116,"FR",100,"FR","M",7.26435143291649
"1178",2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",7.91757956575042
"1179",2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",8.15198163710203
"1180",2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M",7.2629111808687
"1181",2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M",6.96627280098674
"1182",2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M",6.70187164726736
"1183",2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M",7.2091919204898
"1184",2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",7.47187683632804
"1185",2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",5.45636773725237
"1186",2023,"SE","FT","Machine Learning Engineer",288000,"USD",288000,"US",100,"US","M",5.75567210556251
"1187",2023,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"US",100,"US","M",5.94339203358266
"1188",2023,"SE","FT","Machine Learning Engineer",288000,"USD",288000,"US",100,"US","M",8.09502966206145
"1189",2023,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"US",100,"US","M",6.28386216099369
"1194",2023,"SE","FT","Data Scientist",215050,"USD",215050,"US",100,"US","M",7.52251012420707
"1195",2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",100,"US","M",7.07993062461316
"1196",2023,"SE","FT","Data Architect",198000,"USD",198000,"US",100,"US","M",7.31024808122981
"1197",2023,"SE","FT","Data Architect",114000,"USD",114000,"US",100,"US","M",5.46143818625798
"1200",2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M",6.73667316145428
"1201",2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M",8.48920016417806
"1202",2023,"SE","FT","Data Scientist",209300,"USD",209300,"US",100,"US","M",6.92174584995631
"1203",2023,"SE","FT","Data Scientist",182200,"USD",182200,"US",100,"US","M",8.38665476114495
"1204",2023,"SE","FT","Data Manager",140000,"USD",140000,"US",0,"US","M",6.12949254088373
"1205",2023,"SE","FT","Data Manager",120000,"USD",120000,"US",0,"US","M",7.57066927323493
"1210",2023,"SE","FT","Machine Learning Engineer",147100,"USD",147100,"US",0,"US","M",6.94226558609421
"1211",2023,"SE","FT","Machine Learning Engineer",90700,"USD",90700,"US",0,"US","M",6.55671910032093
"1212",2023,"SE","FT","Data Engineer",230000,"USD",230000,"US",0,"US","M",7.9330601316683
"1213",2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M",6.91277906888159
"1214",2023,"SE","FT","Data Analyst",227000,"USD",227000,"US",0,"US","M",7.56987893972748
"1215",2023,"SE","FT","Data Analyst",108000,"USD",108000,"US",0,"US","M",6.27202874376503
"1216",2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M",7.92994885560733
"1217",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",6.16213334149833
"1218",2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M",7.51947523517264
"1219",2023,"SE","FT","Data Architect",160000,"USD",160000,"US",100,"US","M",9.27768378818671
"1220",2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M",6.63002739544958
"1221",2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",7.56362267067482
"1222",2023,"SE","FT","Data Analyst",52000,"EUR",55800,"ES",100,"ES","M",6.35345851700891
"1223",2023,"SE","FT","Data Analyst",48000,"EUR",51508,"ES",100,"ES","M",5.85226065466786
"1226",2023,"SE","FT","Data Engineer",226700,"USD",226700,"US",0,"US","M",6.25731655339627
"1227",2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"US","M",7.24295933136656
"1228",2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M",7.14745964285153
"1229",2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M",6.94248992764979
"1230",2023,"SE","FT","Big Data Architect",124999,"GBP",151902,"GB",100,"GB","L",6.36822819941237
"1232",2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M",6.58890248090105
"1233",2023,"SE","FT","Data Analyst",52500,"USD",52500,"US",0,"US","M",9.11854484618421
"1234",2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"US","M",6.42168802735547
"1235",2023,"SE","FT","Data Engineer",162500,"USD",162500,"US",100,"US","M",5.35587547619173
"1238",2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",0,"US","M",7.26903585390298
"1239",2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M",9.395253290185
"1242",2023,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M",7.22393512245578
"1243",2023,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"US","M",6.76336251524477
"1244",2023,"SE","FT","Data Engineer",167580,"USD",167580,"US",0,"US","M",8.13406944510915
"1245",2023,"SE","FT","Data Engineer",87980,"USD",87980,"US",0,"US","M",6.73542536110325
"1246",2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"US","M",5.00471112225324
"1247",2023,"SE","FT","Data Engineer",63000,"USD",63000,"US",100,"US","M",6.93685342245148
"1248",2023,"SE","FT","Research Scientist",253750,"USD",253750,"ES",0,"ES","M",7.33735734226597
"1249",2023,"SE","FT","Research Scientist",169200,"USD",169200,"ES",0,"ES","M",6.48910558017415
"1250",2023,"SE","FT","Research Scientist",253750,"USD",253750,"ES",0,"ES","M",6.60046772736205
"1251",2023,"SE","FT","Research Scientist",169200,"USD",169200,"ES",0,"ES","M",6.85795587759527
"1254",2023,"SE","FT","Data Engineer",124740,"USD",124740,"US",0,"US","M",8.67397778962833
"1255",2023,"SE","FT","Data Engineer",65488,"USD",65488,"US",0,"US","M",6.14558517363583
"1256",2023,"SE","FT","Data Engineer",213580,"USD",213580,"US",100,"US","M",7.53497737524354
"1257",2023,"SE","FT","Data Engineer",163625,"USD",163625,"US",100,"US","M",6.65286968038842
"1259",2022,"SE","FT","Machine Learning Software Engineer",375000,"USD",375000,"US",100,"US","M",8.92304275931337
"1260",2023,"SE","FT","Data Engineer",95000,"EUR",101943,"IE",100,"IE","M",6.94355323115704
"1262",2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",0,"US","M",6.93789752922681
"1263",2023,"SE","FT","Machine Learning Engineer",170000,"USD",170000,"US",0,"US","M",6.15262071837174
"1266",2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M",6.90773160209829
